id,title,status,note
2222,Dương vật giả có rung và bơm hơi tạo kích thước lớn,OK,
2221,Dương vật đai đeo 2 đầu có rung tuột da như thật,OK,
2220,Phích rung hậu môn mini Prettylove Fitch,OK,
2219,Cây bi xoắn mát xa hậu môn và điểm G,OK,
2218,Phích hậu môn có rung đa tần,OK,
2217,Chày rung cán cong siêu mạnh Prettylove,OK,
2216,Bông hồng bú liếm cực phê và độc đáo,OK,
2215,Dương vật giả rung ngoáy và điều chỉnh nhiệt độ,OK,
2214,Máy rung niệu đạo cho nam bằng hợp kim với 10 chế độ rung sướng phê dương vật,OK,
2213,Vòng rung lưỡi liếm sạc pin điều khiển xa,OK,
2212,Búp bê bán thân cỡ lớn giống như thật,OK,
2211,Chày rung cao cấp Leten LCD,OK,
2209,Lươn silicon siêu mềm luốn lách hậu môn cực phê,OK,
2208,Dương vật Lovetoy siêu khủng có rung,OK,
2207,Bộ đai đeo dương vật da cao cấp,OK,
2206,Quần short gắn dương vật Lovetoy,OK,
2205,Búp bê bán thân nữ,OK,
2204,Vòng gai silicone đeo dương vật cực phê,OK,
2203,Bộ đồ chơi rung đa năng Leten,OK,
2202,Bộ đồ chơi SM nữ y tá,OK,
2201,,FAIL,"Page.goto: Timeout 60000ms exceeded.
Call log:
  - navigating to ""https://vipsextoy.net/gianhang_sanphamchitiet.php?id=2201&quanlytructiep=1"", waiting until ""networkidle""
"
2200,Phích rung hậu môn Lovense Hush tương tác điều khiển từ xa qua app,OK,
2199,Chày rung Lovense Domi 2 tương tác điều khiển từ xa qua app,OK,
2198,Cốc thủ dâm tự động LOVENSE MAX 2,OK,
2197,Cốc thủ dâm cao cấp Louge LG-367 bú mút co bóp cực đã,OK,
2196,Búp bê bán thân nam kèm dương vật khủng,OK,
2195,Bộ dụng cụ se nút đầu ti có xung điện,OK,
2194,Áo ngực giả silicon cao cấp,OK,
2193,Zemalia Little Wale- máy rung bú cao cấp dễ thương,OK,
2192,Trứng rung cao cấp Prettylove Doreen- điều khiển qua mobile,OK,
2191,Âm đạo giả cho nam giới tự sướng bên trong vú giả thật mềm mại,OK,
2190,Dương vật giả rung thụt cầm tay có sưởi ấm,OK,
2189,Dương vật đa năng rung thụt ngoáy Lovingworld,OK,
2188,Dương vật giả da nâu mềm mại tuột da lên xuống như thật,OK,
2187,Dương vật giả đa năng rung thụt bú mút sưởi ấm,OK,
2185,"Dương vật giả đa sắc Lovetoy Prider 7""",OK,
2184,Dương vật giả gắn đai đeo Lovetoy,OK,
2183,Dương vật giả cao cấp Lovetoy size khủng,OK,
2182,Dương vật giả bắn tinh như thật Lovetoy Cumming,OK,
2180,Thanh rung Svakom Siime Plus có camera soi chiếu âm đạo,OK,
2179,Âm đạo cao cấp có rung svakom robin,OK,
2178,Svakom Iker- Máy rung hậu môn điều khiển qua app,OK,
2177,Âm đạo gắn tường tự động,OK,
2176,Chày rung cao cấp tỏa nhiệt Leten,OK,
2175,Trứng thủ dâm cao cấp Svakom Heidy X,OK,
2173,"Xịt Chống Xuất Tinh Sớm, Kéo Dài Quan Hệ BamBoo Delay Spray Chai 12ml",OK,
2170,Chày rung AV sang trọng mạ vàng,OK,
2169,Ghế sung sướng đưa chị em lên đỉnh,OK,
2167,Xúc sắc tình yêu- Sexy Dice,OK,
2166,Chai Xịt BlissWater- Bí Quyết Chơi Lâu Của Đàn Ông Trung Hoa,OK,
2164,Bộ võng đu treo trần nhà tạo các tư thế cực độc,OK,
2160,Tròng da và xích cỏ,OK,
2159,Roi Da Màu Đỏ Tăng Kích Thích,OK,
2158,Đệm hơi tiện lợi hỗ trợ các tư thế phòng the,OK,
2157,Máy rung Couple cao cấp Lelo Tiani 3,OK,
2156,Dương vật Lovetoy da đen 2 lớp tuột da như thật,OK,
2155,Máy rung điểm G cao cấp Svakom Coral,OK,
2154,Bao đôn gai gân bi có rung,OK,
2152,Dương vật silicon trong suốt,OK,
2151,Dương vật giả hít đất trong suốt,OK,
2150,Bao đôn size nhỏ có quay đeo nhánh thỏ,OK,
2148,Gel bôi trơn cao cấp gốc nước 120ml Jo H2O Original,OK,
2147,Gel tăng khoái cảm cho nữ Jo 12Volt,OK,
2146,Bộ vòng gai silicon sao biển Get lock độc đáo,OK,
2145,Dương vật 2 đầu trong suốt cho cặp đôi đồng tính nữ (LES),OK,
2144,Mát xa cao cấp Lelo Iris,OK,
2141,"Cao Sìn Sú, Trị Xuất Tinh Sớm, Kéo Dài Thời Gian Quan Hệ",OK,
2139,"Kem bôi làm to dương vật, kéo dài thời gian xuất tinh DeveloppeSex",OK,
2138,"Dầu thần 888 tăng cương cứng, chậm xuất tinh",OK,
2137,Xịt chống xuất tinh sớm Longtime,OK,
2135,Gel bôi trơn cao cấp lovetoy dạng gói nhỏ tiện lợi,OK,
2134,Gel bôi trơn CROC Malaysia,OK,
2133,Kem bôi trơn LoveKiss hương nho 20ml,OK,
2132,Gel bôi trơn cao cấp EROS-Đức,OK,
2131,Gel bôi trơn cao cấp JO for Men H2O cho nam - Jo system,OK,
2130,Kem bôi trơn Hot Kiss hương chuối 30ml,OK,
2129,Dầu mát xa vợ chồng cho màn dạo đầu,OK,
2128,Gel cao cấp Tenga - Nhật Bản,OK,
2127,,FAIL,Gemini không trả về nội dung (có thể bị chặn: PROHIBITED_CONTENT)
2126,Kem mát xa kích thích nhũ hoa Sensuva Nipzip - vị dâu tây,OK,
2125,Dầu mát xa lelo xua tan stress hương tiêu đen,OK,
2124,Gel bôi trơn cao cấp gốc nước Eros Aqua nhập khẩu từ Đức,OK,
2123,Gel bôi trơn cao cấp Svakom Feel Lubricant 100ml,OK,
2122,Dầu mát xa vợ chồng tăng ham muốn,OK,
2121,Gel bôi trơn Love Kiss Hương Chanh,OK,
2118,Khóa giãn nở hậu môn,OK,
2117,Bộ 3 vòng bi đeo dương vật,OK,
2116,Vòng rung siêu mềm mại,OK,
2115,Vòng lông cừu cực mềm chống xuất tinh sớm và kích thích nữ giới,OK,
2114,Vòng xoắn bi kích thích chị em siêu sung sướng,OK,
2113,Vòng lông chồn Tột đỉnh sung sướng,OK,
2112,Vòng đeo dương vật đeo bi,OK,
2111,Đôn dên đầu rồng,OK,
2110,Vòng bi silicon chống xuất tinh sớm kích thích nữ,OK,
2109,Vòng silicon chống xuất tinh sớm,OK,
2108,,FAIL,Gemini không trả về nội dung (có thể bị chặn: PROHIBITED_CONTENT)
2107,Vòng đeo dương vật Rope Ring độc đáo,OK,
2106,Bao đôn 3 phân silicon tự nhiên siêu mềm như thật,OK,
2105,"Bộ 3 vòng gai titan giữ cương cứng, chống xuất tinh sớm",OK,
2104,Bao đôn CoBiiy siêu gai,OK,
2103,"Bao đôn CoBiiy đầu trơn giống thật, mình gân gai",OK,
2102,Dây đeo chống xuất tinh sớm cho nam,OK,
2101,Khóa đôi chisa làm to dương vật,OK,
2100,Bộ 3 vòng đeo giúp kéo dài thời gian- chống xuất tinh sớm,OK,
2099,Vòng silicon Power Plus giữ cương cứng lâu cho chị em sướng,OK,
2098,Vòng silicon chống xuất tinh sớm Leten super cock cho cảm giác dài lâu bất tận.,OK,
2097,Vòng đeo dương vật gai bi lông cho chị em cực sướng,OK,
2096,Vòng hợp kim đeo dương vật,OK,
2095,Đôn lovetoy mềm mại quai đeo 2 nhánh,OK,
2094,Bao đôn khúc đầu gai móc siêu độc,OK,
2093,Âm đạo giả cao cấp Leten JAV 5 rung rên co bóp cực phê,OK,
2092,Máy bú mút tự động SnowStorm,OK,
2091,Bọ vòng đeo dương vật giúp kéo dài thời gian yêu,OK,
2090,Khúc đôn gai có rung,OK,
2089,Vòng đeo dương vật inox 4 bi,OK,
2088,Khúc đôn gai giúp tăng cảm giác yêu,OK,
2086,Bao rung quy đầu cho nam 3 động cơ rung pin sạc cực phê,OK,
2085,Bao đôn dên size nhỏ có rung siêu mềm kích thích cô bé cực sướng,OK,
2084,Máy rung bú hạt le cực phê Leten G-Spot,OK,
2082,Bút rung AV Nhật bản 3 đầu cực phê,OK,
2081,Dương vật silicon BarBie siêu rung,OK,
2080,,FAIL,"Page.goto: Timeout 60000ms exceeded.
Call log:
  - navigating to ""https://vipsextoy.net/gianhang_sanphamchitiet.php?id=2080&quanlytructiep=1"", waiting until ""networkidle""
"
2079,Thanh rung CiCi đa tần vỏ silicon làm chị em ngây ngất,OK,
2077,Trứng mỏ vịt bọc silicon 7 cấp rung,OK,
2076,Trứng thủ dâm Nhật bản Tenga Egg black,OK,
2074,Bộ đôn silicon nối dài dương vật- Endurance Sets,OK,
2072,Bướm rung liếm cực phê có dây đeo Prettylove Carter,OK,
2070,Trứng rung Lovense Lush USA điều khiển qua App mọi lúc mọi nơi,OK,
2069,"Trứng rung bú,liếm, mút 2 đầu cực độc, cực phê",OK,
2068,Búp bê tình dục trong suốt có rung,OK,
2066,Ngực khủng kèm âm đạo và miệng cực phê,OK,
2065,Âm Đạo Giả Thiếu Nữ Bán Thân Rất Hấp Dẫn,OK,
2064,Âm đạo silicon siêu lớn rất đẹp,OK,
2063,Âm đạo giả cầm tay siêu mềm cao cấp như thật có rung Hustler USA,OK,
2062,Âm đạo giả tự động Svakom SAM Neo điều khiển qua Internet,OK,
2061,Dương vật silicon trong suốt,OK,
2060,Dương vật giả rung đeo ngón tay,OK,
2059,Dương vật giả tình yêu Cupid,OK,
2058,Dương vật đa năng rung thụt cực mạnh điều chỉnh nhiệt độ,OK,
2057,Dương Vật Ngựa Siêu Khủng,OK,
2056,"Dương vật nhỏ xinh, siêu rung - PrettyLove Will",OK,
2055,"Dương vật silicon siêu rung, sưởi ấm, mềm mịn như thật",OK,
2053,Dương Vật Giả Thủy Tinh,OK,
2052,Dương vật giả Evo Mars rung thụt liếm sưởi ấm- chiến binh sao hỏa,OK,
2051,Dương Vật Giả Mini Siêu Mềm,OK,
2049,Dương vật Lovetoy Real Softee siêu mềm dài 10 in (23cm) với 10 tần số rung,OK,
2048,Dương vật tự động rung thụt siêu mạnh điều khiển xa,OK,
2047,Dương vật đai đeo Lovetoy rỗng ruôt,OK,
2046,Dương vật giả dán tường rung ngoáy Barbara,OK,
2045,Dương vật silicon rung ngoáy y như thật,OK,
2044,Máy rung mini svakom Edeny gắn quần chip điều khiển qua ĐTDĐ,OK,
2043,Thanh rung Svakom Siime Plus có camera soi chiếu âm đạo,OK,
2042,Thanh rung kích thích điểm G Svakom Finn,OK,
2041,Máy rung hậu môn và điểm G cao cấp Svakom Vicky,OK,
2040,Mát xa điểm G cao cấp gắn camera Svakom Siime Gaga (Mỹ),OK,
2039,Máy rung điểm G cao cấp mắt thần Svakom Siime Eye (Mỹ),OK,
2038,Mát xa điểm G cao cấp Svakom Becky,OK,
2036,Máy mát xa cao cấp SVAKOM Amy,OK,
2035,Máy mát xa điểm G điều chỉnh nhiệt độ Svakom Angel,OK,
2034,Máy rung cao cấp mini- Svakom Iris,OK,
1974,,FAIL,Gemini không trả về nội dung (có thể bị chặn: PROHIBITED_CONTENT)
1972,Chày rung đa năng đầu rung đuôi thụt,OK,
1970,Mát xa hậu môn rung đa điểm điều khiển xa Svakom Vick,OK,
1969,Máy rung nút núm vú cực phê,OK,
1967,Âm đạo tự động Svakom Alex Neo-cho cặp đôi tương tác qua App từ xa,OK,
1966,Máy rung cao cấp Svakom Vick neo- cho cặp đôi tương tác qua App từ xa (DC89M_Neo),OK,
1964,Âm đạo giả leten 3D rung rên như diễn viên phim Jav,OK,
1962,Trứng rung Svakom Ella Neo kết nối internet từ bất cứ đâu,OK,
1960,Máy bơm hút âm hộ,OK,
1958,Mát xa điểm G- cây nấm rung,OK,
1957,Ngón tay rung xung điện kích thích mãnh liệt khi móc cua cho nữ – có mạ vàng 24k,OK,
1956,Mát xa điểm G cao cấp Leten- ngón tay rung móc tỏa nhiệt,OK,
1947,Dưa Chuột Thủ Dâm Rung Siêu Mạnh,OK,
1946,Bộ máy rung cao cấp kèm mát xa mặt cho nữ,OK,
1944,Máy mát xa cho nữ rung có nhiệt độ cho nữ hàng cao cấp chính hãng pretty love (Che tên sản phẩm),OK,
1943,"Chày rung, mát xa, có chỉnh nhiệt độ cho nữ cao cấp có chất liệu silicon và sạc qua cổng USB tiện lợi, động cơ lõi kép hoạt động mạnh mẽ với 10 kiểu rung và 7 tốc độ rung cho mỗi kiểu.",OK,
1942,"Cốc luyện tập cho nam giới cao cấp Pretty Love Marlon, có tai nghe âm thanh, điện sạc, 10 tần số rung mạnh, cảm giác chân thật nhất (Che tên sản phẩm)",OK,
1941,"Cốc luyện tập nam giới silicon ko rung, an toàn cho da (che tên sản phẩm, giao màu ngẫu nhiên)",OK,
1934,Bộ Hậu Môn 6 Món Mềm Đẹp,OK,
1933,Dụng cụ kích thích mậu môn đuôi chuột,OK,
1932,Trứng rung điều khiển xa Svakom IVY,OK,
1929,Svakom NATALYA- trứng rung cảm ứng theo nhạc,OK,
1928,Trứng rung phượng hoàng Svakom Phoenix Neo - điều khiển qua App từ bất kỳ đâu,OK,
1927,Mát xa cao cấp SVAKOM USA- thỏ Alice,OK,
1908,Thanh rung 30 chế độ điểm G cho nữ Claude (BI-014347-2),OK,
1904,Trứng rung cực mạnh cho nữ điều khiển từ xa không dây hàng cao cấp Jessica (Che tên sản phẩm) (BI-014362W-3),OK,
1876,Máy Rung Hút Cho Nữ Cực Mạnh Otis (BI-014633-1),OK,
1875,Thanh Rung Cho Nữ SuSie (BW-069003),OK,
1874,Trứng Rung cực mạnh mát xa cho nữ ISAAC ( BI-014651),OK,
1873,Trứng Rung Cực Mạnh cho Nữ SHOCK FUN ( BI-014601-1),OK,
1872,Trứng Rung Cực Mạnh cho Nữ SHOCK FUN (BI-014609W-1),OK,
1855,Thanh Rung 2 Đầu YEDDA (BI-014710),OK,
1842,Chày rung đầu ngoáy đuôi cho chị em sướng trong ra ngoài,OK,
1841,"Dương vật giả Rung, Liếm Pretty Love (BI-014788)",OK,
1840,Dương vật giả Siêu mềm Rung Thụt Tỏa nhiệt,OK,
1839,Chày Rung Fairy Cực Mạnh Cắm Điện Trực Tiếp,OK,
1838,Đồ chơi cao cấp Nhật Bản Tenga Airtech Twist,OK,
1837,Cốc Tenga cao cấp,OK,
1836,Âm đạo giả - Cốc Tenga Rolling Head,OK,
1835,Cốc thủ dâm bỏ túi Nhật Bản Tenga Double Hole Cup,OK,
1831,Cốc thủ dâm Tenga 3D Nhật bản,OK,
1828,SVAKOM Iris ngón tay rung kỳ diệu kích thích điểm G,OK,
1826,Pretty Love Harriet bơm hơi đẳng cấp mới cho cửa sau,OK,
1824,Bộ 3 vòng bi silicon giúp chàng sung nàng sướng,OK,
1823,Máy thủ dâm tự động thế hệ mới Leten A380 Pro,OK,
1822,Đai đeo gắn dương vật Lovetoy,OK,
1821,Kẹp ngực rung cực phê,OK,
1820,Dương vật silicon siêu khủng- Thổ dân Tây Phi,OK,
1818,Dương vật giả mini PrettyLove Dorathy rung thụt cực đỉnh,OK,
1814,Gel tăng khoái cảm cho nữ Femystique,OK,
1813,Trứng Rung Cá Heo Điều Khiển Xa,OK,
1812,Gel se khít âm đạo tự nhiên Ero- hàng Áo,OK,
1811,Gel se khít âm đạo REVERSE – xuất xứ Mỹ (G05A) (hết hàng),OK,
1810,Gel bôi trơn hậu môn gốc nước cao cấp nóng ấm Jo H2O Anal warnming,OK,
1809,Gel hậu môn siêu trơn diệt khuẩn Soothe anal antibacterial glide,OK,
1808,Nước xịt thơm hỗ trợ quan hệ miệng,OK,
1807,Dương vật tý hon như thật siêu rung bỏ túi tiện lợi,OK,
1806,Chày rung 2 đầu mềm mịn siêu mạnh Nalone Jane,OK,
1805,Máy rung bú cao cấp Didi 2 in 1,OK,
1802,Mát xa điểm G Lovetoy Iwhizz,OK,
1800,Thanh rung Inox- kích thích điểm G,OK,
1799,Mát xa mini nhỏ xinh- Viên đạn Cupid,OK,
1798,Chùy rung mini sạc pin Prettylove Wade,OK,
1797,Dương vật silicon cao cấp rung ngoáy thụt sạc pin,OK,
1794,Matxa điểm G G-Spot- Cậu bé tinh nghịch,OK,
1793,Dương vật giả rung thụt cao cấp Dora,OK,
1792,Vòng rung tai thỏ 2 in 1 RinBit USA,OK,
1791,Trứng rung Zemalia KAY Double- Rung cả trong lẫn ngoài,OK,
1790,Vòng rung Zemalia Amour cho tình yêu thăng hoa,OK,
1787,Vòng rung 2 trong 1- Chú thỏ diệu kỳ,OK,
1785,Vòng rung cao cấp PrettyLove,OK,
1784,Vòng rung siêu gai bi 7 tần số- anh sung em sướng,OK,
1783,Vòng rung lưỡi liếm Lovetoy Stamina,OK,
1782,Vòng rung lưỡi liếm Lovetoy Duo,OK,
1781,Vòng rung lưỡi liếm đê mê-Sweet,OK,
1780,Vòng rung lưỡi liếm âm vật độc đáo 2 trong 1,OK,
1777,Vòng rung gai Prettylove Thorn đưa cả 2 lên đỉnh,OK,
1775,Vòng rung Leten gắn khúc đôn có quay đeo,OK,
1773,Dương vật dây đeo rỗng ruột size nhỏ cho nam,OK,
1772,Dương vật dây đeo rỗng ruột có rung,OK,
1771,Dương vật dây đeo rỗng ruột rung đầu,OK,
1770,Dương vật dây đeo rỗng ruột có rung- Blackman,OK,
1769,Dương vật silicon Tease siêu gai,OK,
1768,Dương vật silicon Tease mỏ vịt,OK,
